Ensembl Gene ID	Ensembl Protein ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	Associated Gene Name
YKL178C	YKL178C	XI	113215	114627	STE3
YJR161C	YJR161C	X	742848	743999	COS5
YCL025C	YCL025C	III	76018	77919	AGP1
YDL077C	YDL077C	IV	316971	320120	VAM6
YGL096W	YGL096W	VII	325331	326161	TOS8
YNL271C	YNL271C	XIV	129522	135383	BNI1
YKR104W	YKR104W	XI	656836	657756	
YNL270C	YNL270C	XIV	135940	137661	ALP1
YMR268C	YMR268C	XIII	802888	804222	PRP24
YGL150C	YGL150C	VII	221104	225573	INO80
YCR009C	YCR009C	III	130745	131542	RVS161
YDR030C	YDR030C	IV	501753	503273	RAD28
YOR207C	YOR207C	XV	730008	733457	RET1
YLR053C	YLR053C	XII	248100	248426	
YKL040C	YKL040C	XI	361058	361828	NFU1
YNL157W	YNL157W	XIV	340352	340858	IGO1
YKL057C	YKL057C	XI	330856	333969	NUP120
YLR211C	YLR211C	XII	563792	564531	ATG38
YLR091W	YLR091W	XII	322297	323178	GEP5
YML076C	YML076C	XIII	112513	115347	WAR1
YNR051C	YNR051C	XIV	716780	718327	BRE5
YKR007W	YKR007W	XI	451434	451988	MEH1
YOL157C	YOL157C	XV	22525	24294	IMA2
YGR284C	YGR284C	VII	1060658	1061590	ERV29
YDR538W	YDR538W	IV	1510902	1511630	PAD1
YLR134W	YLR134W	XII	410723	412414	PDC5
YDR515W	YDR515W	IV	1473429	1474772	SLF1
YMR311C	YMR311C	XIII	896914	897603	GLC8
YBR236C	YBR236C	II	690383	691693	ABD1
YNL284C	YNL284C	XIV	103134	104102	MRPL10
YNL279W	YNL279W	XIV	110917	112902	PRM1
YKR067W	YKR067W	XI	567918	570149	GPT2
YOR142W-A	YOR142W-A	XV	595112	596434	
YHR217C	YHR217C	VIII	556581	557042	
YOL025W	YOL025W	XV	274957	276939	LAG2
YJR011C	YJR011C	X	458641	459426	
YKR082W	YKR082W	XI	592825	596298	NUP133
YDR478W	YDR478W	IV	1414575	1415171	SNM1
YPR132W	YPR132W	XVI	794965	795767	RPS23B
YGR262C	YGR262C	VII	1016974	1017759	BUD32
YJL180C	YJL180C	X	87583	88560	ATP12
YIR032C	YIR032C	IX	415030	415617	DAL3
YOL142W	YOL142W	XV	55558	56280	RRP40
YDL079C	YDL079C	IV	312951	314748	MRK1
YKR024C	YKR024C	XI	485144	487372	DBP7
YDR218C	YDR218C	IV	903781	905052	SPR28
YEL059C-A	YEL059C-A	V	42400	42624	SOM1
YEL024W	YEL024W	V	107260	107907	RIP1
YGR259C	YGR259C	VII	1012481	1012921	
YBR142W	YBR142W	II	528317	530638	MAK5
YLR003C	YLR003C	XII	156855	157730	CMS1
YJL077C	YJL077C	X	294666	295061	ICS3
YNL080C	YNL080C	XIV	476932	478032	EOS1
YJR086W	YJR086W	X	586068	586400	STE18
YMR011W	YMR011W	XIII	288079	289704	HXT2
YNL127W	YNL127W	XIV	383987	386848	FAR11
YOL150C	YOL150C	XV	44473	44784	
YIL100C-A	YIL100C-A	IX	177343	177681	
YCL051W	YCL051W	III	35865	37616	LRE1
YGL183C	YGL183C	VII	156543	157285	MND1
YMR103C	YMR103C	XIII	472902	473264	
YBR099C	YBR099C	II	442924	443307	
YMR177W	YMR177W	XIII	616566	618098	MMT1
YBR212W	YBR212W	II	647886	649904	NGR1
YLR157C-A	YLR157C-A	XII	480279	481601	
YOR291W	YOR291W	XV	861175	865593	YPK9
YKL131W	YKL131W	XI	194478	194999	
YJL218W	YJL218W	X	21973	22563	
YGL069C	YGL069C	VII	375050	375514	
YPL130W	YPL130W	XVI	304387	305058	SPO19
YCL009C	YCL009C	III	104619	105548	ILV6
YBL072C	YBL072C	II	88523	89125	RPS8A
YCR052W	YCR052W	III	214994	216445	RSC6
YDL133C-A	YDL133C-A	IV	221724	221801	RPL41B
YAL053W	YAL053W	I	45899	48250	FLC2
YKL060C	YKL060C	XI	326408	327487	FBA1
YPR058W	YPR058W	XVI	673751	674674	YMC1
YGL112C	YGL112C	VII	298178	299728	TAF6
YBR185C	YBR185C	II	599123	599959	MBA1
YGL019W	YGL019W	VII	458156	458992	CKB1
YHR183W	YHR183W	VIII	470960	472429	GND1
YBR156C	YBR156C	II	551104	553200	SLI15
YIL013C	YIL013C	IX	328207	332442	PDR11
YMR272W-B	YMR272W-B	XIII	811089	811196	
YOR368W	YOR368W	XV	1026843	1028048	RAD17
YGR258C	YGR258C	VII	1007671	1010766	RAD2
YKL084W	YKL084W	XI	280509	280859	HOT13
YGR008C	YGR008C	VII	508110	508364	STF2
YDR534C	YDR534C	IV	1503314	1504900	FIT1
YPL006W	YPL006W	XVI	544631	548143	NCR1
YFR054C	YFR054C	VI	258855	259433	
YKL003C	YKL003C	XI	437097	437492	MRP17
YNL191W	YNL191W	XIV	280432	281505	DUG3
YJL116C	YJL116C	X	193860	194873	NCA3
YOL067C	YOL067C	XV	201985	202518	RTG1
YLL058W	YLL058W	XII	23569	25296	
YLR370C	YLR370C	XII	861718	862254	ARC18
YHR063W-A	YHR063W-A	VIII	225442	225777	
YDL121C	YDL121C	IV	245133	245582	
YDR526C	YDR526C	IV	1491075	1491545	
YMR187C	YMR187C	XIII	634689	635984	
YOR220W	YOR220W	XV	755328	756125	RCN2
YLR100W	YLR100W	XII	341810	342853	ERG27
YIL111W	YIL111W	IX	155222	155765	COX5B
YMR098C	YMR098C	XIII	460771	462609	ATP25
YKL169C	YKL169C	XI	130685	131068	
YCR069W	YCR069W	III	239055	240011	CPR4
YKL004W	YKL004W	XI	435580	436785	AUR1
YGL106W	YGL106W	VII	306560	307009	MLC1
YDL047W	YDL047W	IV	369771	370706	SIT4
YLR241W	YLR241W	XII	620473	622821	CSC1
YOL031C	YOL031C	XV	266264	267529	SIL1
YKL077W	YKL077W	XI	291453	292631	
YIR006C	YIR006C	IX	365466	369908	PAN1
YOR119C	YOR119C	XV	548792	550246	RIO1
YER053C	YER053C	V	258737	259639	PIC2
YKL053C-A	YKL053C-A	XI	339182	339442	MDM35
YDR292C	YDR292C	IV	1043146	1045011	SRP101
YLR101C	YLR101C	XII	342566	342961	
YNL076W	YNL076W	XIV	483556	485310	MKS1
YOL127W	YOL127W	XV	80348	81190	RPL25
YKL207W	YKL207W	XI	48194	48955	EMC3
YJR114W	YJR114W	X	638659	639051	
YOR257W	YOR257W	XV	811008	811493	CDC31
YJR045C	YJR045C	X	519638	521602	SSC1
YBL023C	YBL023C	II	174920	177526	MCM2
YHR151C	YHR151C	VIII	399268	400848	MTC6
YEL009C-A	YEL009C-A	V	136371	136778	
YDL236W	YDL236W	IV	32296	33234	PHO13
YCL065W	YCL065W	III	13751	14119	
YJL042W	YJL042W	X	361249	365445	MHP1
YER051W	YER051W	V	254656	256134	JHD1
YCL012C	YCL012C	III	101317	101788	
YML081W	YML081W	XIII	104777	108532	TDA9
YPR075C	YPR075C	XVI	695737	696819	OPY2
YEL057C	YEL057C	V	45020	45721	
YNL175C	YNL175C	XIV	307401	308612	NOP13
YIL041W	YIL041W	IX	276525	277505	GVP36
YIL030C	YIL030C	IX	296050	300009	SSM4
YNL332W	YNL332W	XIV	14832	15854	THI12
YOR215C	YOR215C	XV	746725	747282	AIM41
YBR199W	YBR199W	II	618909	620303	KTR4
YIL134W	YIL134W	IX	97395	98330	FLX1
YGL041W-A	YGL041W-A	VII	418825	419289	
YCR108C	YCR108C	III	315997	316188	
YDR145W	YDR145W	IV	746738	748357	TAF12
YER069W	YER069W	V	295410	298001	ARG5,6
YPR203W	YPR203W	XVI	943880	944188	
YNL086W	YNL086W	XIV	466334	466642	SNN1
YOL052C	YOL052C	XV	232446	233636	SPE2
YBL010C	YBL010C	II	206107	206949	
YPR177C	YPR177C	XVI	892313	892684	
YER148W-A	YER148W-A	V	466185	466763	
YOL103W-A	YOL103W-A	XV	118000	119322	
YDL001W	YDL001W	IV	447984	449276	RMD1
YBR056W	YBR056W	II	347879	349384	
YMR305C	YMR305C	XIII	879063	880232	SCW10
YOR310C	YOR310C	XV	896825	898360	NOP58
YOR273C	YOR273C	XV	834452	836431	TPO4
YOR294W	YOR294W	XV	868340	868951	RRS1
YMR038C	YMR038C	XIII	347511	348260	CCS1
YDR542W	YDR542W	IV	1523249	1523611	PAU10
YJL020W-A	YJL020W-A	X	400981	401238	
YGL012W	YGL012W	VII	472855	474276	ERG4
YBL054W	YBL054W	II	117589	119166	TOD6
YKR053C	YKR053C	XI	534067	535281	YSR3
YLR412C-A	YLR412C-A	XII	950267	950473	
YJL007C	YJL007C	X	422698	423012	
YOR133W	YOR133W	XV	575098	577626	EFT1
YKL138C-A	YKL138C-A	XI	184803	185012	HSK3
YML057W	YML057W	XIII	160180	161994	CMP2
YJR160C	YJR160C	X	738008	739816	MPH3
YFL049W	YFL049W	VI	36803	38674	SWP82
YPR002C-A	YPR002C-A	XVI	560569	560766	
YCR005C	YCR005C	III	120946	122328	CIT2
YML028W	YML028W	XIII	220138	220728	TSA1
YBL076C	YBL076C	II	81043	84261	ILS1
YJR120W	YJR120W	X	647126	647476	
YGR064W	YGR064W	VII	617621	617989	
YGR107W	YGR107W	VII	702667	703116	
YEL074W	YEL074W	V	6126	6464	
YGL032C	YGL032C	VII	436570	436833	AGA2
YHR175W-A	YHR175W-A	VIII	453558	453707	
YBR070C	YBR070C	II	379221	379934	ALG14
YNL116W	YNL116W	XIV	408341	409909	DMA2
YIL010W	YIL010W	IX	334882	335529	DOT5
YOL060C	YOL060C	XV	214017	216137	MAM3
YOL054W	YOL054W	XV	228614	229834	PSH1
YML094C-A	YML094C-A	XIII	82219	82620	
YGL154C	YGL154C	VII	215278	216096	LYS5
YCR099C	YCR099C	III	300832	301299	
YPL274W	YPL274W	XVI	22938	24701	SAM3
YGL191W	YGL191W	VII	144808	145197	COX13
YMR093W	YMR093W	XIII	454015	455556	UTP15
YOL027C	YOL027C	XV	272003	273724	MDM38
YJL208C	YJL208C	X	40194	41183	NUC1
YJL214W	YJL214W	X	26887	28596	HXT8
YIL161W	YIL161W	IX	39433	40140	
YDR132C	YDR132C	IV	718816	720303	
YAL029C	YAL029C	I	87855	92270	MYO4
YAR053W	YAR053W	I	208367	208663	
YER177W	YER177W	V	545611	546414	BMH1
YJL086C	YJL086C	X	272478	272846	
YHR028W-A	YHR028W-A	VIII	167352	167672	
YNL158W	YNL158W	XIV	339612	340208	PGA1
YOR224C	YOR224C	XV	760825	761265	RPB8
YGR233C	YGR233C	VII	954674	958210	PHO81
YNL026W	YNL026W	XIV	581920	583374	SAM50
YPR179C	YPR179C	XVI	893797	895764	HDA3
YER019W	YER019W	V	192797	194230	ISC1
YLR015W	YLR015W	XII	175227	176744	BRE2
YMR141C	YMR141C	XIII	549736	550044	
YIL091C	YIL091C	IX	191030	193195	UTP25
YDL009C	YDL009C	IV	432925	433248	
YDR052C	YDR052C	IV	558511	560625	DBF4
YGL110C	YGL110C	VII	301537	303411	CUE3
YGL230C	YGL230C	VII	63772	64215	
YLR311C	YLR311C	XII	757265	757612	
YNR005C	YNR005C	XIV	636931	637335	
YHL011C	YHL011C	VIII	80654	81616	PRS3
YDR051C	YDR051C	IV	557056	558060	DET1
YOR370C	YOR370C	XV	1029183	1030994	MRS6
YKL031W	YKL031W	XI	382072	382485	
YPR158W-B	YPR158W-B	XVI	844709	849980	
YBR120C	YBR120C	II	480435	480923	CBP6
YDR397C	YDR397C	IV	1266366	1266898	NCB2
YFL011W	YFL011W	VI	112345	113985	HXT10
YMR084W	YMR084W	XIII	436628	437416	
YIL177C	YIL177C	IX	483	6147	
YHR210C	YHR210C	VIII	520712	521737	
YHL048W	YHL048W	VIII	6401	7546	COS8
YHL002W	YHL002W	VIII	102612	103970	HSE1
YBR089C-A	YBR089C-A	II	426190	426489	NHP6B
YGR274C	YGR274C	VII	1039895	1043095	TAF1
YFL007W	YFL007W	VI	123479	129910	BLM10
YOR181W	YOR181W	XV	675939	677840	LAS17
YPR185W	YPR185W	XVI	907218	909434	ATG13
YGR280C	YGR280C	VII	1050910	1051725	PXR1
YML114C	YML114C	XIII	42043	43575	TAF8
YJL225C	YJL225C	X	466	6130	
YDR153C	YDR153C	IV	766736	767971	ENT5
YLR244C	YLR244C	XII	625168	626331	MAP1
YLR329W	YLR329W	XII	786442	787333	REC102
YDR229W	YDR229W	IV	924785	926146	IVY1
YIR001C	YIR001C	IX	356143	356895	SGN1
YFR056C	YFR056C	VI	263957	264325	
YDR321W	YDR321W	IV	1108702	1109847	ASP1
YHR029C	YHR029C	VIII	167677	168561	YHI9
YFL037W	YFL037W	VI	56336	57709	TUB2
YNL170W	YNL170W	XIV	315978	316373	
YOL091W	YOL091W	XV	145334	147163	SPO21
YKR042W	YKR042W	XI	519527	520624	UTH1
YER145C-A	YER145C-A	V	462386	462823	
YDL007C-A	YDL007C-A	IV	436567	436824	
YDL031W	YDL031W	IV	394217	397204	DBP10
YBR148W	YBR148W	II	537876	539705	YSW1
YGL123C-A	YGL123C-A	VII	277634	277864	
YIL071W-A	YIL071W-A	IX	228550	229026	
YLR246W	YLR246W	XII	627118	628197	ERF2
YJL140W	YJL140W	X	150961	151626	RPB4
YDR169C-A	YDR169C-A	IV	794574	794723	
YML019W	YML019W	XIII	233457	234455	OST6
YOR157C	YOR157C	XV	630966	631751	PUP1
YLR347W-A	YLR347W-A	XII	824789	824929	
YOR363C	YOR363C	XV	1020222	1023212	PIP2
YJL223C	YJL223C	X	8776	9138	PAU1
YEL048C	YEL048C	V	64709	65167	TCA17
YBL080C	YBL080C	II	73070	74695	PET112
YNL034W	YNL034W	XIV	570477	572315	
YJR001W	YJR001W	X	436802	438610	AVT1
YMR182W-A	YMR182W-A	XIII	625811	625897	
YGR161W-B	YGR161W-B	VII	811738	817051	
YPL248C	YPL248C	XVI	79711	82356	GAL4
YER030W	YER030W	V	213437	213898	CHZ1
YER027C	YER027C	V	208979	210232	GAL83
YER175W-A	YER175W-A	V	540650	540814	
YFR001W	YFR001W	VI	149110	149724	LOC1
YDL242W	YDL242W	IV	18959	19312	
YIL075C	YIL075C	IX	217863	220700	RPN2
YJL104W	YJL104W	X	227327	227776	PAM16
YGL254W	YGL254W	VII	22304	23203	FZF1
YGL201C	YGL201C	VII	117854	120907	MCM6
YGR165W	YGR165W	VII	829116	830153	MRPS35
YDL075W	YDL075W	IV	322226	322988	RPL31A
YMR324C	YMR324C	XIII	922202	922444	
YKL087C	YKL087C	XI	277189	277863	CYT2
YGR228W	YGR228W	VII	949365	949709	
YDL187C	YDL187C	IV	125509	125838	
YCR046C	YCR046C	III	209914	210423	IMG1
YDR468C	YDR468C	IV	1398026	1398700	TLG1
YNR012W	YNR012W	XIV	647432	648937	URK1
YHL012W	YHL012W	VIII	78936	80417	
YEL039C	YEL039C	V	79636	79977	CYC7
Q0080	Q0080	Mito	27666	27812	ATP8
YDR250C	YDR250C	IV	960086	960361	
YOR268C	YOR268C	XV	825534	825932	
YDL144C	YDL144C	IV	198662	199732	
YLR200W	YLR200W	XII	549012	549356	YKE2
YGL247W	YGL247W	VII	36933	37526	BRR6
YIL133C	YIL133C	IX	98527	99416	RPL16A
YGR286C	YGR286C	VII	1063813	1064940	BIO2
YNR006W	YNR006W	XIV	636986	638854	VPS27
YJR136C	YJR136C	X	677441	678706	TTI2
YNL124W	YNL124W	XIV	392892	394370	NAF1
YJR079W	YJR079W	X	580205	581239	
YAL005C	YAL005C	I	139503	141431	SSA1
YDL158C	YDL158C	IV	173866	174174	
YNR047W	YNR047W	XIV	708523	711204	FPK1
YOL037C	YOL037C	XV	256666	257019	
YPL131W	YPL131W	XVI	303121	304014	RPL5
YHR123W	YHR123W	VIII	354815	356081	EPT1
YIL092W	YIL092W	IX	189066	190967	
YJR025C	YJR025C	X	471138	471671	BNA1
YKL224C	YKL224C	XI	1810	2181	PAU16
YBL002W	YBL002W	II	236492	236887	HTB2
YLR224W	YLR224W	XII	586464	587573	
YHL010C	YHL010C	VIII	81964	83721	ETP1
YPL016W	YPL016W	XVI	521014	524958	SWI1
YOR174W	YOR174W	XV	658747	659601	MED4
YOR143C	YOR143C	XV	601383	602342	THI80
YLL032C	YLL032C	XII	74270	76747	
YHR070W	YHR070W	VIII	234881	236380	TRM5
YER122C	YER122C	V	402871	404352	GLO3
YDR184C	YDR184C	IV	830629	831513	ATC1
YCR075C	YCR075C	III	248033	248815	ERS1
YHR147C	YHR147C	VIII	392639	393283	MRPL6
YPR012W	YPR012W	XVI	584309	584563	
YJR074W	YJR074W	X	573095	573751	MOG1
YOR048C	YOR048C	XV	418630	421650	RAT1
YPL162C	YPL162C	XVI	243206	244027	
YHL041W	YHL041W	VIII	17392	17841	
YNL295W	YNL295W	XIV	76946	78520	
YLR204W	YLR204W	XII	552270	552605	QRI5
YHR025W	YHR025W	VIII	159438	160511	THR1
YGL239C	YGL239C	VII	49431	49745	
YLR339C	YLR339C	XII	805784	806335	
YNL254C	YNL254C	XIV	168043	169248	RTC4
YAL027W	YAL027W	I	94687	95472	SAW1
YBR132C	YBR132C	II	499652	501442	AGP2
YML027W	YML027W	XIII	221406	222563	YOX1
YMR213W	YMR213W	XIII	693381	695153	CEF1
YAR009C	YAR009C	I	160597	164187	
YBR152W	YBR152W	II	546376	547251	SPP381
YOR045W	YOR045W	XV	413852	414037	TOM6
YDR125C	YDR125C	IV	701397	702758	ECM18
YDR211W	YDR211W	IV	884727	886865	GCD6
YPL169C	YPL169C	XVI	229039	230838	MEX67
YOL038W	YOL038W	XV	255337	256101	PRE6
YLL046C	YLL046C	XII	46714	47463	RNP1
YKR006C	YKR006C	XI	450423	451217	MRPL13
YGL073W	YGL073W	VII	368753	371254	HSF1
YER028C	YER028C	V	210692	211876	MIG3
YPL200W	YPL200W	XVI	171484	171954	CSM4
YPL282C	YPL282C	XVI	7933	8427	PAU22
YML045W	YML045W	XIII	184461	189729	
YPL271W	YPL271W	XVI	30079	30267	ATP15
YDR370C	YDR370C	IV	1217782	1219110	DXO1
YDR354W	YDR354W	IV	1184747	1185889	TRP4
YER015W	YER015W	V	184541	186775	FAA2
YPL055C	YPL055C	XVI	453992	454990	LGE1
YDR240C	YDR240C	IV	943674	945152	SNU56
YDR331W	YDR331W	IV	1129588	1130823	GPI8
YCL042W	YCL042W	III	50584	50943	
YDL237W	YDL237W	IV	30657	31829	AIM6
YBR302C	YBR302C	II	810340	811479	COS2
YLL029W	YLL029W	XII	81461	83710	FRA1
YJL163C	YJL163C	X	111666	113333	
YDL137W	YDL137W	IV	216529	217074	ARF2
YBL109W	YBL109W	II	5790	6125	
YBR254C	YBR254C	II	723736	724263	TRS20
YPL073C	YPL073C	XVI	418499	418984	
YDR025W	YDR025W	IV	491515	492324	RPS11A
YNL055C	YNL055C	XIV	517994	518845	POR1
YMR033W	YMR033W	XIII	337788	339277	ARP9
YFR029W	YFR029W	VI	210937	212973	PTR3
YGR092W	YGR092W	VII	668189	669907	DBF2
YBR040W	YBR040W	II	316968	317864	FIG1
YLR063W	YLR063W	XII	264157	265254	BMT6
YNL147W	YNL147W	XIV	350940	351383	LSM7
YJL132W	YJL132W	X	161914	164166	
YJL222W-B	YJL222W-B	X	9346	9483	
YPR022C	YPR022C	XVI	603911	607312	
YDR238C	YDR238C	IV	937895	940816	SEC26
YIR022W	YIR022W	IX	398733	399236	SEC11
YBR286W	YBR286W	II	774700	776313	APE3
YER169W	YER169W	V	523369	525759	RPH1
YHR158C	YHR158C	VIII	413685	417179	KEL1
YNL042W-B	YNL042W-B	XIV	547113	547370	
YEL019C	YEL019C	V	120498	121301	MMS21
YOR029W	YOR029W	XV	384600	384935	
YKL196C	YKL196C	XI	74932	75534	YKT6
YKR068C	YKR068C	XI	570328	570909	BET3
YAL059W	YAL059W	I	36509	37147	ECM1
YDR014W-A	YDR014W-A	IV	477797	478285	HED1
YPL114W	YPL114W	XVI	335948	336367	
YIL105W-A	YIL105W-A	IX	167664	167804	
YBR168W	YBR168W	II	572371	573612	PEX32
YBR226C	YBR226C	II	673155	673565	
YDR150W	YDR150W	IV	755628	763874	NUM1
YIL134C-A	YIL134C-A	IX	96522	96725	
YKL081W	YKL081W	XI	282891	284455	TEF4
YJL135W	YJL135W	X	157877	158194	
YML101C-A	YML101C-A	XIII	69409	69726	
YPR119W	YPR119W	XVI	771653	773128	CLB2
YBR006W	YBR006W	II	247010	248503	UGA2
YBL011W	YBL011W	II	203538	205817	SCT1
YPR118W	YPR118W	XVI	767752	768987	MRI1
YOR189W	YOR189W	XV	689624	689974	IES4
YPL238C	YPL238C	XVI	100474	100863	
YKR096W	YKR096W	XI	626793	630380	ESL2
YDL062W	YDL062W	IV	339857	340282	
YOR292C	YOR292C	XV	865653	866582	
YOR015W	YOR015W	XV	359993	360352	
YOR341W	YOR341W	XV	960987	965981	RPA190
YDL097C	YDL097C	IV	285391	286695	RPN6
YMR287C	YMR287C	XIII	842436	845345	DSS1
YLR082C	YLR082C	XII	292394	293572	SRL2
YER040W	YER040W	V	229795	231987	GLN3
YML056C	YML056C	XIII	162194	164176	IMD4
YMR153C-A	YMR153C-A	XIII	565574	565909	
YLR223C	YLR223C	XII	582233	585490	IFH1
YGR277C	YGR277C	VII	1045644	1046561	CAB4
YPL242C	YPL242C	XVI	90622	95109	IQG1
YML034W	YML034W	XIII	209525	212155	SRC1
YAL040C	YAL040C	I	65778	67520	CLN3
YKL119C	YKL119C	XI	218570	219217	VPH2
YJR094C	YJR094C	X	604569	605651	IME1
YHL002C-A	YHL002C-A	VIII	102587	103075	
YMR277W	YMR277W	XIII	820256	822454	FCP1
YNL310C	YNL310C	XIV	51907	52431	ZIM17
YLR376C	YLR376C	XII	872826	873554	PSY3
YJR104C	YJR104C	X	622550	623014	SOD1
YLR180W	YLR180W	XII	515262	516410	SAM1
YOR064C	YOR064C	XV	446079	446738	YNG1
YGL044C	YGL044C	VII	416146	417036	RNA15
YNL276C	YNL276C	XIV	118431	118826	
YHR113W	YHR113W	VIII	336337	337809	APE4
YDL188C	YDL188C	IV	123865	124998	PPH22
YGL031C	YGL031C	VII	437467	437934	RPL24A
YOL139C	YOL139C	XV	60383	61024	CDC33
YBR123C	YBR123C	II	484742	486691	TFC1
YDL246C	YDL246C	IV	8683	9756	SOR2
YHL018W	YHL018W	VIII	69708	70070	
YDR332W	YDR332W	IV	1131001	1133070	IRC3
YDR294C	YDR294C	IV	1050459	1052228	DPL1
YDR207C	YDR207C	IV	865012	867522	UME6
YDR355C	YDR355C	IV	1186067	1186369	
YFR003C	YFR003C	VI	152657	153124	YPI1
YJR089W	YJR089W	X	587718	590582	BIR1
YHR072W	YHR072W	VIII	239098	241293	ERG7
YFR050C	YFR050C	VI	249066	249866	PRE4
YJR050W	YJR050W	X	528697	529404	ISY1
YHR212C	YHR212C	VIII	537759	538094	
YOL066C	YOL066C	XV	202696	204471	RIB2
YLL006W-A	YLL006W-A	XII	136345	136521	
YGR073C	YGR073C	VII	635615	635986	
YDR231C	YDR231C	IV	926293	926910	COX20
YNL302C	YNL302C	XIV	61958	62943	RPS19B
YNL030W	YNL030W	XIV	576727	577038	HHF2
YMR272W-A	YMR272W-A	XIII	810466	810579	
YDR021W	YDR021W	IV	486804	488003	FAL1
YDR374C	YDR374C	IV	1223474	1224394	PHO92
YPL004C	YPL004C	XVI	550632	551657	LSP1
YER020W	YER020W	V	195168	196517	GPA2
YDR126W	YDR126W	IV	703234	704244	SWF1
YOR036W	YOR036W	XV	400348	401214	PEP12
YOR082C	YOR082C	XV	479296	479637	
YOL097C	YOL097C	XV	136527	137825	WRS1
YDL229W	YDL229W	IV	44065	45906	SSB1
YHR004C	YHR004C	VIII	111754	113094	NEM1
YML023C	YML023C	XIII	226994	228664	NSE5
YNL197C	YNL197C	XIV	267608	269593	WHI3
YCR104W	YCR104W	III	307801	308175	PAU3
YDR252W	YDR252W	IV	963412	963861	BTT1
YJL174W	YJL174W	X	95092	95922	KRE9
YGR191W	YGR191W	VII	880420	882231	HIP1
YDR306C	YDR306C	IV	1073735	1075171	
YLR400W	YLR400W	XII	922063	922536	
YDL179W	YDL179W	IV	138291	139205	PCL9
YLR350W	YLR350W	XII	828730	829380	ORM2
YOR025W	YOR025W	XV	378219	379562	HST3
YGR177C	YGR177C	VII	848829	850436	ATF2
YBR066C	YBR066C	II	370037	370699	NRG2
YDR139C	YDR139C	IV	733618	733924	RUB1
YCR073C	YCR073C	III	242588	246583	SSK22
YER134C	YER134C	V	437267	437803	
YNR003W-A	YNR003W-A	XIV	634420	634518	
YPR107C	YPR107C	XVI	741438	742064	YTH1
YCL052C	YCL052C	III	34143	35393	PBN1
YBR257W	YBR257W	II	728885	729724	POP4
YDR255C	YDR255C	IV	966557	967822	RMD5
YOR208W	YOR208W	XV	733925	736177	PTP2
YOR379C	YOR379C	XV	1050726	1051064	
YOR364W	YOR364W	XV	1023371	1023739	
YDL199C	YDL199C	IV	101290	103353	
YKL121W	YKL121W	XI	214142	216700	DGR2
YJR028W	YJR028W	X	478344	479666	
YJR156C	YJR156C	X	728574	729596	THI11
YNL321W	YNL321W	XIV	34696	37422	VNX1
YKL041W	YKL041W	XI	360143	360817	VPS24
YCL001W-B	YCL001W-B	III	113770	114024	
YMR014W	YMR014W	XIII	298868	300427	BUD22
YKR030W	YKR030W	XI	500282	501103	GMH1
YJL010C	YJL010C	X	417562	419562	NOP9
YDR131C	YDR131C	IV	716790	718460	
YKL054C	YKL054C	XI	336537	338753	DEF1
YIL025C	YIL025C	IX	308201	308575	
YBR196C	YBR196C	II	612236	613900	PGI1
YER163C	YER163C	V	503084	503782	GCG1
YNR042W	YNR042W	XIV	701238	701666	
YOR331C	YOR331C	XV	943565	944122	
YML009W-B	YML009W-B	XIII	250435	250911	
YBR230C	YBR230C	II	679549	680050	OM14
YLR128W	YLR128W	XII	398530	399433	DCN1
YLR032W	YLR032W	XII	204991	208500	RAD5
YBR214W	YBR214W	II	651415	652998	SDS24
YPL268W	YPL268W	XVI	35236	37845	PLC1
YEL035C	YEL035C	V	85045	85545	UTR5
YOR020C	YOR020C	XV	370524	370844	HSP10
YLL053C	YLL053C	XII	35503	35961	
YDR314C	YDR314C	IV	1090433	1092511	RAD34
tS(UGA)E		V	288443	288524	SUP19
tG(GCC)M		XIII	183898	183968	
tM(CAU)J2		X	422937	423009	EMT3
snR63		IV	323217	323471	SNR63
tQ(UUG)D2		IV	645153	645224	
snR41		XVI	719148	719242	SNR41
snR45		XVI	821732	821903	SNR45
snR52		V	431129	431220	SNR52
snR65		III	177183	177282	SNR65
tS(UGA)I		IX	248850	248931	SUP17
tC(GCA)P2		XVI	775765	775836	
tN(GUU)F		VI	137486	137559	
tA(UGC)G		VII	794417	794489	
tK(CUU)P		XVI	582062	582134	
tR(ACG)L		XII	374355	374427	
tT(UGU)G2		VII	1004216	1004287	
tA(AGC)M1		XIII	321147	321219	
tP(UGG)M		XIII	196068	196170	SUF7
RDN25-1		XII	451786	455181	RDN25-1
snR30		XII	198784	199389	SNR30
LSR1		II	680688	681862	LSR1
tL(UAA)L		XII	962972	963055	
tT(XXX)Q2		Mito	78089	78162	
snR35		XV	759326	759529	SNR35
tM(CAU)O2		XV	976421	976493	EMT2
tS(AGA)M		XIII	259158	259239	
snR40		XIV	89210	89306	SNR40
tY(GUA)J1		X	354244	354332	SUP7
tI(AAU)G		VII	739122	739195	
tL(UAA)B1		II	9583	9666	
snR69		XI	364776	364876	SNR69
tM(CAU)J3		X	517813	517884	IMT3
snR74		XIII	298138	298225	SNR74
tF(GAA)H1		VIII	237848	237939	
tC(GCA)G		VII	707108	707179	
tP(UGG)N2		XIV	568115	568217	
RDN18-2		XII	465070	466869	RDN18-2
tP(UGG)F		VI	101376	101478	SUF9
tF(GAA)Q		Mito	77431	77505	
